,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,2000,Y,005930,435278,158892,90603,4721,7638,5551,11537,15011,1805,86017,24096,0,61921,60029,1892,464215,146800,47249,50819,13592,196540,142995,2534,296360,248622,101764,76776,47738,167855,162506,8817,58197,107195,5349,51690,60029,54628,29662,0,5924,-57043,0,-74406,96126,170532,55160,0,25209,1295076,1265569,-4299,4259,9333,13592
1,2000,Y,000660,107286,31710,16953,1088,16063,13820,6072,26745,-4158,-22854,2837,0,-25691,-25783,92,212829,37679,17345,15851,2802,175150,120453,30988,157288,113871,26968,32565,43417,55541,53919,24698,66030,-22755,1622,39100,-25783,61538,25002,2560,3541,6886,0,-25200,61010,86210,22826,0,-15031,45625,60656,0,-3814,6616,2802
2,2000,Y,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2000,Y,035420,88,3,-79,7,0,0,1,1,-11,-83,0,0,-83,-83,0,364,109,0,31,19,255,95,37,20,20,1,19,0,344,344,24,400,-81,0,-65,-83,34,17,6,0,-17,0,-263,1,263,95,0,282,282,0,0,-46,65,19
4,2000,Y,051910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2000,Y,005380,325180,81936,18974,3865,13382,10771,10197,10319,-1589,7745,1607,0,6138,6035,104,319872,96032,38923,23030,7095,208063,154832,19607,219934,145807,41458,70268,74126,99938,75785,14765,53544,15429,24153,24733,6035,38444,11771,2082,4630,-15116,0,-25025,87744,112769,23353,0,-2,232012,230601,-1413,1562,5533,7095
6,2000,Y,068270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2000,Y,006400,55488,14405,8933,497,1735,1385,2012,2132,175,7750,1701,0,6050,5452,597,56636,24067,4543,9991,4274,32569,27053,773,31955,26058,4539,12303,5898,24680,23191,2402,12576,10261,1489,10288,5452,7462,4602,0,855,-1772,0,-7056,7401,14457,9930,0,-4128,5807,9232,-703,-867,5141,4274
8,2000,Y,012330,19403,4372,2065,244,1559,1322,472,351,864,1733,550,0,1184,1173,10,24913,11188,3042,5374,378,13724,6365,1096,18733,11687,1465,7531,7046,6180,6175,3947,2450,766,5,867,1173,1400,207,116,977,-728,0,-1638,16782,18420,749,0,953,12202,11249,0,189,189,378
9,2000,Y,028260,7596,999,467,27,497,497,40,26,615,626,241,0,385,385,0,17992,1005,126,732,24,16987,11479,173,11432,2985,470,1943,8447,6560,6560,125,2950,1341,0,276,385,552,307,18,616,-44,0,-932,77,1009,531,0,573,2472,1899,0,-83,107,24
