,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,201312,CY,005930,2286926,909963,367851,80146,77550,5097,24296,16141,5041,383643,78895,0,304747,298211,6535,8194922,4209143,821331,1120911,705623,3985779,2860210,160906,2578522,2092109,282760,1202456,486413,5616399,5410249,35900,176156,5492186,206152,467074,304747,285003,154700,9754,46953,-13133,-62590,-447469,21073,468544,231576,0,-41371,3425,32300,-12496,-25067,730690,705623
1,201312,CY,000660,141650,53005,33799,5605,7474,2567,3685,5060,193,30749,2020,0,28728,28725,5,806682,257992,53586,91634,24785,548690,475784,42349,340864,149858,22738,74176,191006,465818,465837,141169,129324,195285,-20,63721,28729,38974,29222,1563,1799,-687,-1495,-48922,39800,88720,32058,0,-15001,35286,50287,0,-266,25050,24785
2,201312,CY,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,201312,CY,035420,23120,23120,5241,775,133,67,77,1369,-22,4570,1310,15695,18953,18975,-22,116623,70265,0,11884,18593,46358,26329,4627,70107,57741,1647,38327,12368,46516,46346,812,6576,147630,169,6280,18953,4243,1156,161,15859,710,-1768,-4234,7920,12154,3795,0,-1620,2100,3453,-268,398,18194,18593
4,201312,CY,051910,231435,33090,17430,2035,2365,652,3624,4763,54,16014,3307,0,12706,12659,46,705146,329954,101892,140560,60424,375191,342111,9952,250390,195051,73277,101872,55340,454755,449369,14780,46312,390693,5385,21829,0,13518,10212,241,1044,-2868,-3789,-13103,12619,25721,13607,0,-1988,3398,2303,-3084,6783,53641,60424
5,201312,CY,005380,873076,194482,83155,8052,5527,3412,11381,10665,30572,116967,27032,0,89935,85419,4515,5174012,1466956,269863,269712,265570,2093343,843537,117807,3048920,1298595,216934,576616,1750326,2125091,1957562,59560,165005,1794704,167529,12084,89935,107004,17689,7823,33677,-132172,-19005,-66207,7316,73525,31711,0,57154,241087,177607,-6325,1131,264439,265570
6,201312,CY,068270,2262,1576,998,237,347,321,411,146,3,1157,132,0,1024,1024,0,80673,28461,4445,15415,6798,52213,29034,18158,37392,17711,9833,2870,19681,43283,43283,4018,15098,28424,0,1372,1024,1139,302,176,632,118,-279,-2294,334,2669,73,43,1198,4095,2545,-351,276,6522,6798
7,201312,CY,006400,34285,6165,-113,1772,1778,313,1841,649,4060,5132,1055,-2598,1479,1307,173,433017,90564,22446,30774,30303,342453,82072,6737,130071,71627,21838,44955,58445,302946,295538,9628,50416,203867,7408,3084,1479,9220,3916,390,5982,-1233,-400,-5042,1886,6928,6671,0,-257,3922,3251,-929,-2163,32466,30303
8,201312,CY,012330,341986,48130,29244,2853,2797,375,2392,1954,15607,45346,11381,0,33964,34216,-250,1306552,588170,94202,212767,97240,711112,152666,40953,548580,280460,64059,190116,121905,757972,753481,19644,55360,702227,4490,18796,33964,24149,4033,1586,19565,-14300,-5451,-24029,3501,27532,6520,0,2062,7364,3452,-1848,-3204,100444,97240
9,201312,CY,028260,16957,3326,466,24,237,237,54,544,-385,-622,-6,504,-113,-114,0,158547,27022,4975,16984,3052,131525,39001,3954,79039,26974,8215,10094,52065,79508,79472,250,1034,41170,37,1645,-113,1262,-463,0,-604,320,-428,-11314,291,11605,685,0,10891,28454,17563,0,1212,1841,3052
