,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,2007,Y,005930,985078,276269,89733,5466,5937,2941,29458,26167,3776,96329,17099,0,79230,74206,5024,933751,419010,79688,180700,58320,514741,373806,7046,374032,297960,84531,170665,76073,559719,516657,8975,65750,510652,43062,147908,79230,110341,83011,1965,11887,-29776,0,-120021,45326,165347,122515,0,-15998,43575,51382,-8191,16100,42220,58320
1,2007,Y,000660,86436,16641,5137,892,3413,2606,5282,3284,12,4626,987,0,3639,3463,176,177183,44248,10062,10266,17023,132935,123685,5290,84040,40598,9293,22170,43442,93143,90450,23138,7451,61912,2693,34316,3639,30320,22753,539,2460,2817,0,-51880,672,52552,51596,0,15941,33110,17169,0,-1403,18425,17023
2,2007,Y,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2007,Y,035420,10180,6304,4013,74,52,29,29,185,41,3920,1149,0,2771,2759,12,8562,5310,0,1386,1106,3251,1466,220,3764,2606,42,1392,1158,4798,4639,239,1303,5607,158,3706,2771,1072,274,65,211,74,0,-2800,1185,3985,648,0,-1023,3440,4463,0,-105,1212,1107
4,2007,Y,051910,135248,24153,11872,297,1543,1170,1716,1690,75,10727,2218,-150,8359,6886,1472,85508,38196,14816,15615,5905,47312,46363,-1541,45068,29249,5382,17138,15819,40439,38781,4195,13024,22010,1658,11792,8359,8437,5870,352,892,-4112,0,-7960,439,8399,6757,0,-1924,5517,6712,-729,2033,3872,5905
5,2007,Y,005380,696015,141340,28480,8404,15022,9935,11230,9865,2861,26088,6527,0,19561,16005,3556,838475,281893,112651,67181,43937,341243,256295,29979,601339,370033,164271,126021,229989,237136,0,14870,57530,112404,56250,24894,16005,56682,20890,6975,7205,-40588,0,-106831,66484,173315,43811,0,87323,368854,278033,-3498,6637,37300,43937
6,2007,Y,068270,601,92,16,3,13,12,3,7,-22,3,4,0,21,23,-1,615,310,37,227,16,304,280,10,349,251,118,65,97,266,253,30,103,135,13,26,23,69,43,2,2,-63,0,-52,182,234,98,0,46,276,227,-3,4,13,17
7,2007,Y,006400,51490,2796,-5726,596,266,184,3537,4756,-54,-6668,-636,0,-6032,-5922,-110,71167,22846,4959,7961,8085,48321,28983,941,23695,12545,1707,9995,11150,47472,46274,2407,12876,26458,1198,3837,-6032,11178,6183,0,1651,342,0,-3175,3784,6959,6046,0,-1736,6049,7357,-428,-793,8878,8085
8,2007,Y,012330,115072,18084,8412,638,1048,594,1090,794,2048,10346,2732,0,7614,7741,-127,84509,38214,8956,20415,8032,46295,17802,2631,42127,31796,7014,19236,10331,42383,42151,4418,3108,35385,231,-146,7614,3123,1275,537,2712,-8172,0,-3098,4332,7431,4084,0,2664,10343,6613,-1066,-613,8645,8032
9,2007,Y,028260,14567,1761,1475,213,155,155,74,47,24,1584,432,0,1152,1152,0,36575,3853,245,2071,558,32722,13222,9,17045,3244,4,2168,13801,19531,19531,125,2749,8723,0,1646,1152,662,429,0,74,-94,0,-91,2688,2778,646,0,-1604,8644,10248,0,-48,606,558
10,2007,Y,051900,17080,8845,1175,41,164,137,299,226,-13,1113,373,0,805,800,6,11981,3834,1275,1909,258,8147,5328,2131,8100,5325,2652,2246,2775,3882,3821,886,968,2683,61,954,805,462,250,45,24,-290,0,-3554,90,3644,187,0,2631,2827,19,-177,139,119,258
11,2007,Y,017670,120182,120182,18104,5122,2824,2419,1065,2333,720,19853,6862,0,15623,16489,-866,190489,48131,471,27310,8858,142359,49694,34340,73613,30169,246,19230,43444,116876,114342,446,29250,89150,2534,37107,15623,24460,20007,0,6707,3731,0,-23990,3697,27687,18160,0,-8560,9449,12195,-5813,4000,4860,8860
12,2007,Y,005490,316077,67051,49199,3385,2556,2399,4084,5549,426,48989,12742,0,36780,35587,1193,362748,143935,49020,43039,12926,218812,155818,5708,111570,66246,15720,30560,45324,251177,244841,4824,41766,217673,6337,55533,36780,29106,21267,7,3824,-6529,0,-42637,111411,154049,28922,0,-10009,83228,86686,-6551,3564,9364,12928
13,2007,Y,035720,2145,2145,515,14,45,44,11,24,-301,171,15,0,156,156,0,2209,880,0,540,175,1329,539,117,1066,704,0,354,362,1143,1143,64,1202,-109,0,567,156,604,153,42,72,-121,0,-199,149,349,222,0,-220,298,518,0,148,27,175
14,2007,Y,000270,203120,38180,-579,1143,4833,3493,3901,3882,3252,-999,725,0,-1724,-1515,-209,194610,83697,49171,16982,10363,110913,73236,9065,149188,104208,55978,39060,44980,45422,43806,18487,16024,10272,1616,-9675,-1515,18157,6365,2283,5007,-21310,0,-13381,9889,23270,16715,0,24351,29486,5136,0,1516,8847,10363
15,2007,Y,015760,291372,44319,28217,2660,7962,7371,4291,4468,1196,23933,9262,0,14672,14265,407,829286,93348,26329,30391,15632,735938,675632,8413,386617,93380,8203,28189,293238,442669,440324,32078,145583,269242,2344,69837,14672,71631,56228,2071,3630,-12836,0,-85516,18652,104168,85448,0,12681,110014,90917,-6416,-2716,18459,15743
16,2007,Y,036570,3297,2577,495,155,1,0,43,48,-23,621,162,0,459,450,9,5460,3674,28,470,511,1786,1248,149,968,897,0,411,71,4492,4444,102,1483,3364,48,802,459,360,135,63,29,11,0,-549,174,723,515,0,-256,38,294,0,18,494,511
17,2007,Y,034730,11609,3958,796,163,288,288,29,49,2130,2780,803,0,1977,1977,0,22034,6638,11,2795,1295,15396,2276,36,13578,8101,4000,2590,5476,8456,8456,100,27,9548,0,950,1977,15491,320,3,17129,611,0,-4214,63,4278,322,0,3329,4421,1049,-42,65,1230,1295
18,2007,Y,018260,24548,5566,2701,418,18,11,114,74,271,3414,1055,0,2358,2268,91,17210,11654,56,4632,4296,5557,3080,261,7334,6577,66,4545,757,9876,9556,282,42,8905,320,3213,2358,1178,564,80,391,68,0,-2251,949,3201,2607,0,-312,96,295,-113,688,3607,4296
