,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,201212,CY,005930,2011036,744517,290493,78365,79345,5991,15530,15760,9867,299151,60697,0,238453,231854,6600,6842553,3140994,710207,1046871,690605,3701560,2723185,144294,2304655,1842511,338160,1069846,462144,4537898,4402849,35900,176156,4413969,135050,379727,238453,261753,148351,7870,34158,-57780,-28542,-313216,8528,321744,229653,0,-18646,19507,25501,-12651,40997,649608,690605
1,201212,CY,000660,101623,16112,-2274,6898,6826,3179,671,629,167,-1993,-406,0,-1588,-1589,2,769703,237651,56705,73089,56746,532052,469315,33972,376865,191630,38628,72332,185235,392836,392866,139528,121982,130610,-28,22117,0,36902,30578,1457,3082,-7617,-2093,-46983,28170,75155,37728,0,19172,92948,73777,0,-5855,62600,56746
2,201212,CY,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,201212,CY,035420,17988,17988,5212,732,100,65,63,423,1,5486,1478,1438,5444,5461,-16,110844,67473,0,9796,18000,43370,19449,5062,37417,22843,845,10811,14574,73427,73263,964,7824,98746,165,5955,5444,4121,888,182,1239,-954,-1418,-6900,7570,14471,2804,0,239,2477,2001,-236,-708,18709,18000
4,201212,CY,051910,232630,33080,19103,1000,1539,729,3717,3602,124,18805,3742,0,15064,14946,120,658639,307989,104714,134867,47680,350649,321246,8771,246307,193183,66169,81778,53125,412331,406670,14780,46312,347827,5661,17658,0,10684,8545,190,1592,-5193,-5047,-26546,1901,28447,19074,0,2462,10140,4517,-3161,-6587,54266,47680
5,201212,CY,005380,844697,195025,84407,9698,6246,4266,12314,9884,25815,116105,25492,0,90611,85665,4945,4713533,1338313,272734,270714,285481,1852056,804874,110618,2891337,1346801,272427,558243,1544536,1822196,1673513,59560,165924,1491217,148683,53397,90611,99123,17007,8232,27938,-83116,-25284,-71991,8623,80615,30001,0,25728,237260,206297,-5233,5274,280207,285481
6,201212,CY,068270,3503,2563,1954,83,170,168,60,52,0,1875,131,0,1744,1744,0,17329,5772,780,3749,532,11557,7406,3762,6828,4166,2412,578,2662,10501,10501,873,3657,6484,0,209,1744,729,277,90,130,-1882,-251,-1463,212,1695,113,19,1294,3951,2258,-398,39,2940,2979
7,201212,CY,006400,57712,9079,1869,696,1009,245,18227,4527,5038,20294,5426,0,14867,14715,153,389592,97556,24416,34268,32732,292036,72618,5775,108022,71458,20747,39746,36564,281570,273495,9628,50336,173621,8075,5778,14867,14911,4237,307,23238,-80,-684,-5114,738,5851,4597,0,1128,9610,7718,-763,1888,30844,32732
8,201212,CY,012330,307891,45442,29065,3040,1475,483,2163,2384,15667,46072,10653,0,35420,35586,-165,1129351,500256,77001,202589,125722,622099,142706,40272,494288,276930,77175,170921,83801,635062,630809,19644,55385,574662,4254,31135,35420,21651,3502,1081,18959,-3866,-3112,-20142,11955,32099,8584,0,-2954,5833,7084,-1702,7370,118352,125722
9,201212,CY,028260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,201212,CY,051900,38962,19931,4456,174,348,330,192,220,49,4302,1183,0,3120,3040,80,112096,36943,12775,17758,5401,75155,37515,32871,64453,44960,5531,22307,19494,47643,44933,3544,3892,40949,2712,2380,3120,2927,1003,84,259,-2197,-1210,-3697,316,4012,1676,0,1088,2695,1020,-587,-265,5667,5401
11,201212,CY,017670,161414,161414,17301,4445,6383,4123,1959,1883,-246,15193,2882,-1155,11157,11517,-359,1039744,210477,8912,100796,50345,829265,362532,181689,536680,233922,30771,138209,302759,503063,462098,1784,108863,465958,40965,39996,11157,39014,26131,0,6116,2044,-6102,-53096,18313,71409,33943,0,5852,42453,30048,-6552,-7307,57652,50345
12,201212,CY,005490,636041,74613,36531,28971,27976,8715,4481,8095,-227,33684,9830,0,23857,24620,-765,3182580,1341860,450937,537543,198203,1840719,1212060,222281,1506961,808024,358407,259045,698938,1675617,1562493,19296,43917,1581578,113124,73194,23857,59715,24058,1580,18024,19333,-11687,-61690,64706,126396,70545,0,-9077,31406,32963,-7519,818,197385,198203
13,201212,CY,035720,4535,4535,1018,143,57,0,8,85,-18,1008,196,-45,767,763,4,23925,13437,0,2960,4775,10488,3902,2934,4015,3465,6,1697,551,19908,19717,272,7250,11794,194,1233,767,820,227,130,142,-41,-173,-514,2195,2708,367,0,-322,37,142,-216,394,4381,4775
14,201212,CY,000270,472429,107069,35224,4029,2111,1569,4173,3813,14141,51641,12993,0,38648,38648,0,1302372,487582,172220,116000,88101,814790,377255,60709,670590,438196,51803,321854,232392,631782,631783,85572,69444,460331,0,43455,38648,38907,7521,3118,17815,-8201,-8085,-28426,2978,31404,15746,0,-18102,5207,20886,-2422,-4009,92110,88101
15,201212,CY,015760,494215,9622,-8179,11284,30682,23444,6532,21357,1769,-40633,-9853,0,-30780,-31665,887,5690201,609020,155166,284446,111127,5081179,4688060,33971,3611190,785090,70429,228902,2826101,2079011,2049384,128392,60640,1353464,29627,39169,-30780,134375,69034,932,22071,-16875,-25481,-117191,10560,127752,114468,0,83755,149249,64941,-553,5671,105457,111127
16,201212,CY,036570,7536,5273,1513,183,9,9,250,177,70,1829,293,0,1537,1558,-20,13168,6743,20,874,1230,6425,4258,1333,2963,2357,122,944,606,10206,10006,109,2201,8707,200,2107,1537,1102,287,96,331,-4,-200,-1464,5319,6784,899,0,55,314,140,-119,640,3142,3780
