Date,Close,Changes,ChangesRatio,Open,High,Low,Volume,Amount,Marcap
2010/10/13,"1,876.15",8.11,0.43,"1,878.58","1,881.20","1,866.41","318,752","6,036,498,854,101","1,039,771,675,845,692"
2010/10/14,"1,899.76",23.61,1.26,"1,886.68","1,899.76","1,884.45","375,104","7,577,575,886,184","1,053,019,792,486,238"
2010/10/15,"1,902.29",2.53,0.13,"1,898.85","1,903.25","1,893.76","369,334","6,382,288,237,542","1,054,615,809,032,665"
2010/10/18,"1,875.42",-26.87,-1.41,"1,904.57","1,904.79","1,875.42","372,186","5,673,424,760,797","1,040,034,795,352,317"
2010/10/19,"1,857.32",-18.1,-0.97,"1,878.98","1,885.23","1,857.32","426,766","5,789,406,054,386","1,030,249,138,620,658"
2010/10/20,"1,870.44",13.12,0.71,"1,844.41","1,875.76","1,837.08","367,890","5,941,454,525,526","1,037,656,258,889,199"
2010/10/21,"1,874.69",4.25,0.23,"1,878.51","1,879.08","1,858.38","414,874","7,202,136,735,360","1,040,401,038,819,318"
2010/10/22,"1,897.31",22.62,1.21,"1,882.08","1,897.31","1,880.25","348,416","5,958,618,182,018","1,052,924,511,471,198"
2010/10/25,"1,915.71",18.4,0.97,"1,902.51","1,918.87","1,899.08","408,170","6,625,330,899,557","1,063,076,227,109,990"
2010/10/26,"1,919.41",3.7,0.19,"1,913.25","1,919.56","1,909.27","351,859","6,579,873,297,805","1,065,165,723,029,437"
2010/10/27,"1,909.54",-9.87,-0.51,"1,919.48","1,924.61","1,902.18","392,949","6,836,414,642,967","1,059,605,447,338,065"
2010/10/28,"1,907.87",-1.67,-0.09,"1,909.38","1,914.89","1,901.80","348,383","5,599,971,026,477","1,058,786,941,091,185"
2010/10/29,"1,882.95",-24.92,-1.31,"1,913.61","1,913.95","1,875.31","375,835","6,067,064,205,266","1,045,085,746,530,815"
2010/11/01,"1,914.74",31.79,1.69,"1,889.57","1,914.74","1,880.25","343,303","6,074,095,051,582","1,062,600,382,513,561"
2010/11/02,"1,918.04",3.3,0.17,"1,912.28","1,920.29","1,907.18","340,827","6,498,417,960,834","1,064,288,619,188,093"
2010/11/03,"1,935.97",17.93,0.93,"1,931.13","1,943.23","1,930.11","358,980","6,831,167,879,081","1,074,183,559,052,419"
2010/11/04,"1,942.50",6.53,0.34,"1,941.56","1,945.58","1,936.04","324,776","6,432,445,647,227","1,078,243,936,525,118"
2010/11/05,"1,938.96",-3.54,-0.18,"1,962.34","1,966.99","1,938.57","401,398","7,966,854,623,862","1,076,478,509,584,579"
2010/11/08,"1,942.41",3.45,0.18,"1,946.76","1,948.44","1,930.29","312,654","5,493,255,631,334","1,078,390,142,723,760"
2010/11/09,"1,947.46",5.05,0.26,"1,943.56","1,947.66","1,935.38","298,819","6,179,717,587,229","1,080,933,516,705,213"
2010/11/10,"1,967.85",20.39,1.05,"1,945.73","1,967.85","1,945.28","366,013","6,620,584,448,297","1,092,411,837,308,986"
2010/11/11,"1,914.73",-53.12,-2.7,"1,966.50","1,976.46","1,914.73","373,175","9,622,796,237,938","1,063,573,101,935,427"
2010/11/12,"1,913.12",-1.61,-0.08,"1,951.35","1,958.22","1,899.49","465,469","9,459,309,041,697","1,062,551,917,974,921"
2010/11/15,"1,913.81",0.69,0.04,"1,918.69","1,925.43","1,900.25","303,805","6,156,938,832,782","1,063,057,803,090,312"
2010/11/16,"1,899.13",-14.68,-0.77,"1,912.11","1,916.07","1,890.00","336,328","7,041,555,839,717","1,055,199,127,650,707"
2010/11/17,"1,897.11",-2.02,-0.11,"1,877.23","1,908.17","1,875.34","293,292","5,852,087,681,823","1,054,090,202,362,425"
2010/11/18,"1,927.86",30.75,1.62,"1,908.38","1,929.24","1,904.37","271,425","5,730,262,792,039","1,071,012,988,002,362"
2010/11/19,"1,940.96",13.1,0.68,"1,936.74","1,940.96","1,927.81","292,691","6,090,463,729,813","1,078,548,325,016,203"
2010/11/22,"1,944.34",3.38,0.17,"1,947.01","1,954.78","1,939.51","330,550","7,475,440,992,912","1,080,704,923,470,999"
2010/11/23,"1,928.94",-15.4,-0.79,"1,938.91","1,943.48","1,919.15","377,790","7,441,081,992,382","1,072,265,418,097,602"
2010/11/24,"1,925.98",-2.96,-0.15,"1,883.92","1,928.45","1,882.52","451,503","8,125,499,160,897","1,070,708,265,051,656"
2010/11/25,"1,927.68",1.7,0.09,"1,934.97","1,935.59","1,916.16","323,352","5,732,687,427,793","1,071,596,122,638,633"
2010/11/26,"1,901.80",-25.88,-1.34,"1,932.78","1,936.72","1,893.94","459,214","5,826,764,318,203","1,057,348,298,956,918"
2010/11/29,"1,895.54",-6.26,-0.33,"1,904.95","1,912.53","1,880.58","299,801","4,611,453,779,650","1,053,688,674,850,882"
2010/11/30,"1,904.63",9.09,0.48,"1,889.89","1,917.57","1,889.86","443,688","6,207,086,027,041","1,058,643,583,386,989"
2010/12/01,"1,929.32",24.69,1.3,"1,907.70","1,929.32","1,904.71","339,157","5,030,412,136,750","1,072,337,265,949,593"
2010/12/02,"1,950.26",20.94,1.09,"1,943.71","1,950.26","1,940.23","439,005","5,924,099,335,391","1,084,473,620,951,882"
2010/12/03,"1,957.26",7.0,0.36,"1,960.61","1,960.61","1,948.51","438,585","6,911,005,883,042","1,088,422,225,743,203"
2010/12/06,"1,953.64",-3.62,-0.18,"1,961.23","1,961.47","1,946.35","460,284","5,519,110,674,115","1,086,365,253,714,830"
2010/12/07,"1,962.52",8.88,0.45,"1,955.63","1,964.64","1,952.56","639,162","6,303,216,074,518","1,091,261,786,556,741"
2010/12/08,"1,955.72",-6.8,-0.35,"1,960.30","1,970.91","1,953.97","496,386","5,509,380,800,350","1,087,565,739,444,559"
2010/12/09,"1,988.96",33.24,1.7,"1,963.88","1,988.96","1,961.68","448,349","7,015,508,030,632","1,105,948,366,667,527"
2010/12/10,"1,986.14",-2.82,-0.14,"1,984.11","1,991.96","1,979.73","373,855","5,592,144,059,825","1,104,289,538,522,691"
2010/12/13,"1,996.59",10.45,0.53,"1,993.42","1,997.36","1,983.93","385,628","5,176,667,191,943","1,110,057,744,045,395"
2010/12/14,"2,009.05",12.46,0.62,"2,000.60","2,009.05","1,996.82","396,589","6,484,482,093,007","1,118,279,305,862,557"
2010/12/15,"2,017.48",8.43,0.42,"2,009.20","2,017.48","2,004.06","490,269","6,691,417,529,412","1,122,919,614,596,043"
2010/12/16,"2,009.24",-8.24,-0.41,"2,009.86","2,019.49","2,002.33","362,506","5,473,248,393,361","1,118,212,719,352,138"
2010/12/17,"2,026.30",17.06,0.85,"2,018.28","2,027.55","2,010.75","503,495","6,909,514,892,842","1,127,884,813,948,290"
2010/12/20,"2,020.28",-6.02,-0.3,"2,008.14","2,021.70","1,996.44","409,153","7,207,170,855,386","1,124,644,909,586,189"
2010/12/21,"2,037.09",16.81,0.83,"2,035.11","2,043.81","2,032.66","370,450","7,396,369,383,599","1,133,777,120,818,432"
2010/12/22,"2,038.11",1.02,0.05,"2,039.35","2,045.39","2,035.25","335,352","6,204,325,635,568","1,134,396,979,037,145"
2010/12/23,"2,037.53",-0.58,-0.03,"2,042.41","2,043.62","2,028.78","341,067","5,238,856,902,962","1,134,508,352,896,164"
2010/12/24,"2,029.60",-7.93,-0.39,"2,040.64","2,042.89","2,027.96","317,438","5,437,040,903,341","1,130,297,620,844,751"
2010/12/27,"2,022.19",-7.41,-0.37,"2,024.56","2,034.62","2,018.75","282,872","5,396,242,073,130","1,126,534,940,519,812"
2010/12/28,"2,033.32",11.13,0.55,"2,028.41","2,041.83","2,026.57","360,188","6,051,666,129,019","1,132,715,013,402,465"
2010/12/29,"2,043.49",10.17,0.5,"2,028.57","2,043.49","2,027.52","282,562","5,054,604,618,700","1,137,698,520,361,004"
2010/12/30,"2,051.00",7.51,0.37,"2,047.82","2,052.97","2,041.66","305,881","5,396,896,958,899","1,141,885,458,029,375"
2011/01/03,"2,070.08",19.08,0.93,"2,063.69","2,070.09","2,054.83","354,083","5,941,470,649,203","1,153,204,185,044,947"
2011/01/04,"2,085.14",15.06,0.73,"2,074.56","2,085.14","2,069.12","415,907","7,799,740,341,295","1,163,384,106,084,702"
2011/01/05,"2,082.55",-2.59,-0.12,"2,083.10","2,087.14","2,076.92","386,065","8,609,366,845,145","1,162,008,605,708,703"
2011/01/06,"2,077.61",-4.94,-0.24,"2,094.35","2,096.65","2,066.10","407,829","8,804,441,828,186","1,159,300,878,918,064"
2011/01/07,"2,086.20",8.59,0.41,"2,073.68","2,086.20","2,068.66","335,559","7,675,864,506,306","1,164,242,711,087,019"
2011/01/10,"2,080.81",-5.39,-0.26,"2,082.29","2,088.64","2,069.30","342,637","7,324,759,075,642","1,161,296,287,103,514"
2011/01/11,"2,088.32",7.51,0.36,"2,079.85","2,088.32","2,059.67","410,949","7,021,419,291,059","1,165,326,145,673,469"
2011/01/12,"2,094.95",6.63,0.32,"2,091.70","2,098.00","2,085.99","433,264","8,017,806,336,737","1,169,057,028,554,930"
2011/01/13,"2,089.48",-5.47,-0.26,"2,097.04","2,109.34","2,083.80","424,205","9,204,261,674,098","1,165,839,513,647,739"
2011/01/14,"2,108.17",18.69,0.89,"2,089.70","2,108.17","2,076.44","424,721","8,901,923,387,554","1,176,340,368,148,361"
2011/01/17,"2,099.85",-8.32,-0.39,"2,112.37","2,118.86","2,099.84","428,364","8,159,168,682,627","1,171,862,510,468,320"
2011/01/18,"2,096.48",-3.37,-0.16,"2,095.85","2,111.40","2,093.32","454,895","8,055,006,610,186","1,171,595,151,170,533"
2011/01/19,"2,115.69",19.21,0.92,"2,106.53","2,119.24","2,084.08","425,470","8,741,413,030,069","1,182,475,352,032,182"
2011/01/20,"2,106.66",-9.03,-0.43,"2,111.41","2,114.20","2,102.61","335,462","6,610,410,338,656","1,177,156,834,386,112"
2011/01/21,"2,069.92",-36.74,-1.74,"2,103.74","2,104.39","2,066.82","395,396","7,528,692,558,799","1,156,643,407,305,203"
2011/01/24,"2,082.16",12.24,0.59,"2,067.32","2,082.97","2,064.00","340,241","6,098,845,003,456","1,163,233,466,088,568"
2011/01/25,"2,086.67",4.51,0.22,"2,092.27","2,105.33","2,083.80","420,956","7,467,408,570,893","1,165,945,805,046,977"
2011/01/26,"2,110.46",23.79,1.14,"2,093.59","2,112.33","2,092.41","369,361","6,249,681,808,724","1,179,218,740,591,877"
2011/01/27,"2,115.01",4.55,0.22,"2,115.04","2,121.06","2,108.53","358,857","7,461,007,568,036","1,181,918,234,096,352"
2011/01/28,"2,107.87",-7.14,-0.34,"2,115.69","2,119.49","2,095.36","412,955","8,003,551,664,179","1,178,152,241,590,799"
2011/01/31,"2,069.73",-38.14,-1.81,"2,080.60","2,089.72","2,069.73","320,903","7,409,381,884,860","1,156,745,579,600,460"
2011/02/01,"2,072.03",2.3,0.11,"2,079.92","2,086.56","2,071.73","290,811","6,225,210,246,838","1,152,624,034,831,706"
2011/02/07,"2,081.74",9.71,0.47,"2,102.76","2,107.83","2,081.73","285,936","6,636,789,612,285","1,157,785,017,307,742"
2011/02/08,"2,069.70",-12.04,-0.58,"2,090.47","2,092.43","2,066.71","300,332","7,344,362,189,603","1,150,674,401,774,423"
2011/02/09,"2,045.58",-24.12,-1.17,"2,077.12","2,077.12","2,037.30","333,191","6,834,292,735,959","1,137,476,440,323,461"
2011/02/10,"2,008.50",-37.08,-1.81,"2,041.07","2,043.07","2,008.50","309,760","7,207,060,948,143","1,116,828,227,389,281"
2011/02/11,"1,977.19",-31.31,-1.56,"2,010.29","2,021.42","1,975.47","317,289","7,451,990,673,430","1,099,355,688,799,043"
2011/02/14,"2,014.59",37.4,1.89,"1,999.09","2,015.84","1,986.94","279,515","5,784,284,896,769","1,120,230,499,488,285"
2011/02/15,"2,010.52",-4.07,-0.2,"2,018.40","2,029.99","2,003.58","275,029","5,868,813,703,427","1,118,317,846,708,841"
2011/02/16,"1,989.11",-21.41,-1.06,"2,007.08","2,021.69","1,989.11","297,634","5,750,878,708,468","1,105,981,409,692,864"
2011/02/17,"1,977.22",-11.89,-0.6,"2,002.00","2,006.59","1,959.71","340,276","6,907,020,646,770","1,099,612,909,565,558"
2011/02/18,"2,013.14",35.92,1.82,"1,989.24","2,015.78","1,981.75","493,969","5,918,960,335,145","1,119,122,424,723,797"
2011/02/21,"2,005.30",-7.84,-0.39,"2,014.15","2,014.98","1,991.70","324,237","5,968,226,739,222","1,116,595,539,004,952"
2011/02/22,"1,969.92",-35.38,-1.76,"1,978.34","1,982.70","1,958.77","346,087","6,230,605,947,112","1,096,886,911,391,683"
2011/02/23,"1,961.63",-8.29,-0.42,"1,962.70","1,977.99","1,951.75","308,586","5,744,760,025,029","1,093,424,913,075,635"
2011/02/24,"1,949.88",-11.75,-0.6,"1,957.63","1,970.66","1,945.41","281,574","5,442,691,028,384","1,087,166,638,314,321"
2011/02/25,"1,963.43",13.55,0.69,"1,956.02","1,965.48","1,941.15","306,888","5,029,012,287,331","1,099,478,603,466,967"
2011/02/28,"1,939.30",-24.13,-1.23,"1,954.40","1,958.59","1,935.93","263,869","4,698,460,194,292","1,086,352,089,658,488"
2011/03/02,"1,928.24",-11.06,-0.57,"1,922.38","1,940.78","1,921.34","207,670","4,680,862,924,634","1,080,377,958,638,238"
2011/03/03,"1,970.66",42.42,2.2,"1,942.24","1,970.66","1,941.23","284,829","5,205,677,589,562","1,103,718,169,828,210"
2011/03/04,"2,004.68",34.02,1.73,"1,989.88","2,008.89","1,984.15","334,579","6,175,498,675,528","1,123,185,173,490,898"
2011/03/07,"1,980.27",-24.41,-1.22,"1,996.48","2,005.43","1,978.13","255,919","4,802,369,447,943","1,109,581,295,178,042"
2011/03/08,"1,996.32",16.05,0.81,"1,984.08","2,007.24","1,974.73","304,750","5,480,525,795,392","1,118,716,610,436,400"
2011/03/09,"2,001.47",5.15,0.26,"2,007.79","2,016.68","1,991.52","315,357","6,574,752,525,889","1,121,674,598,487,809"
2011/03/10,"1,981.58",-19.89,-0.99,"1,999.38","2,001.27","1,973.88","288,387","7,294,854,182,601","1,111,915,095,434,651"
2011/03/11,"1,955.54",-26.04,-1.31,"1,956.34","1,970.70","1,949.32","267,174","5,541,132,389,286","1,097,437,200,500,932"
2011/03/14,"1,971.23",15.69,0.8,"1,949.08","1,971.23","1,928.99","388,622","9,563,434,349,446","1,106,686,377,431,555"
2011/03/15,"1,923.92",-47.31,-2.4,"1,966.82","1,985.82","1,882.09","403,890","9,848,213,396,862","1,080,148,446,784,371"
2011/03/16,"1,957.97",34.05,1.77,"1,951.68","1,965.15","1,931.38","284,416","7,178,788,211,467","1,098,861,235,080,915"
2011/03/17,"1,959.03",1.06,0.05,"1,921.59","1,961.09","1,919.13","305,714","6,935,374,222,643","1,099,182,499,120,955"
2011/03/18,"1,981.13",22.1,1.13,"1,963.17","1,988.04","1,960.49","291,299","6,933,050,079,221","1,111,377,332,292,916"
2011/03/21,"2,003.42",22.29,1.13,"1,985.47","2,005.32","1,985.15","292,260","5,710,478,572,589","1,123,639,049,950,360"
2011/03/22,"2,013.66",10.24,0.51,"2,012.48","2,016.27","2,004.36","304,108","7,497,669,785,430","1,128,759,615,470,493"
2011/03/23,"2,012.18",-1.48,-0.07,"2,019.18","2,022.14","2,005.59","312,568","7,605,201,877,104","1,128,064,985,989,899"
2011/03/24,"2,036.78",24.6,1.22,"2,022.26","2,036.93","2,022.08","295,492","6,731,747,842,415","1,141,778,491,853,049"
2011/03/25,"2,054.04",17.26,0.85,"2,058.35","2,060.29","2,041.72","311,218","7,256,498,164,888","1,151,947,697,114,137"
2011/03/28,"2,056.39",2.35,0.11,"2,054.28","2,059.92","2,043.99","285,363","6,485,061,661,600","1,153,225,476,155,007"
2011/03/29,"2,072.13",15.74,0.77,"2,052.87","2,072.13","2,050.09","250,467","6,321,740,030,504","1,161,873,628,392,353"
2011/03/30,"2,091.38",19.25,0.93,"2,075.91","2,100.20","2,074.26","316,864","8,369,190,139,012","1,172,989,071,179,682"
2011/03/31,"2,106.70",15.32,0.73,"2,098.09","2,106.74","2,089.12","317,892","8,406,347,806,873","1,181,416,523,318,769"
2011/04/01,"2,121.01",14.31,0.68,"2,107.67","2,121.02","2,101.83","337,942","7,653,432,405,441","1,189,473,238,012,491"
2011/04/04,"2,115.87",-5.14,-0.24,"2,124.37","2,125.53","2,103.82","301,801","8,092,514,486,566","1,186,494,799,835,221"
2011/04/05,"2,130.43",14.56,0.69,"2,118.08","2,130.43","2,107.78","327,665","6,720,871,155,581","1,194,593,647,672,182"
2011/04/06,"2,126.71",-3.72,-0.17,"2,129.13","2,136.29","2,119.66","423,048","8,937,472,024,144","1,192,523,857,920,761"
2011/04/07,"2,122.14",-4.57,-0.21,"2,133.31","2,135.73","2,111.54","382,814","7,428,608,930,251","1,189,993,377,008,057"
2011/04/08,"2,127.97",5.83,0.27,"2,119.01","2,135.98","2,118.72","392,842","8,880,396,686,231","1,193,116,558,276,694"
2011/04/11,"2,122.39",-5.58,-0.26,"2,127.20","2,135.33","2,115.89","316,066","7,414,401,186,027","1,189,910,908,251,776"
2011/04/12,"2,089.40",-32.99,-1.55,"2,117.21","2,117.21","2,088.67","311,138","7,024,010,898,132","1,171,491,051,892,546"
2011/04/13,"2,121.92",32.52,1.56,"2,091.68","2,121.93","2,081.98","348,085","6,918,449,642,445","1,189,878,061,404,890"
2011/04/14,"2,141.06",19.14,0.9,"2,116.49","2,141.07","2,109.63","371,732","9,509,774,493,737","1,200,584,798,476,134"
2011/04/15,"2,140.50",-0.56,-0.03,"2,136.27","2,142.71","2,126.59","356,652","8,317,168,611,952","1,200,271,487,951,047"
2011/04/18,"2,137.72",-2.78,-0.13,"2,146.83","2,149.45","2,128.02","358,281","9,577,165,997,701","1,198,613,310,723,948"
2011/04/19,"2,122.68",-15.04,-0.7,"2,117.94","2,136.95","2,111.60","375,025","9,042,177,409,361","1,190,379,048,777,949"
2011/04/20,"2,169.91",47.23,2.23,"2,146.38","2,169.94","2,138.80","374,320","10,274,199,876,710","1,216,638,170,687,666"
2011/04/21,"2,198.54",28.63,1.32,"2,190.64","2,211.36","2,183.52","415,980","12,719,485,542,632","1,232,457,692,735,746"
2011/04/22,"2,197.82",-0.72,-0.03,"2,203.04","2,208.06","2,190.87","390,812","9,881,427,063,558","1,231,675,174,173,182"
2011/04/25,"2,216.00",18.18,0.83,"2,205.20","2,218.07","2,199.27","354,022","8,152,120,111,653","1,241,826,577,234,470"
2011/04/26,"2,206.30",-9.7,-0.44,"2,219.47","2,222.56","2,196.76","439,336","11,481,567,895,052","1,236,738,520,732,199"
2011/04/27,"2,206.70",0.4,0.02,"2,225.95","2,231.47","2,191.82","423,198","13,259,093,979,979","1,237,255,133,783,771"
2011/04/28,"2,208.35",1.65,0.07,"2,215.42","2,225.35","2,194.15","354,850","10,524,803,249,874","1,238,492,930,317,931"
2011/04/29,"2,192.36",-15.99,-0.72,"2,211.33","2,219.60","2,177.80","364,121","11,369,961,841,835","1,229,813,409,026,243"
2011/05/02,"2,228.96",36.6,1.67,"2,203.09","2,229.09","2,202.92","302,491","8,417,233,037,808","1,250,288,118,037,500"
2011/05/03,"2,200.73",-28.23,-1.27,"2,224.40","2,228.04","2,188.11","375,103","8,557,282,296,590","1,234,459,629,818,547"
2011/05/04,"2,180.64",-20.09,-0.91,"2,196.90","2,201.69","2,173.21","393,736","8,461,870,392,047","1,223,067,126,574,309"
2011/05/06,"2,147.45",-33.19,-1.52,"2,153.50","2,156.81","2,133.97","344,194","8,601,909,156,291","1,204,677,944,814,911"
2011/05/09,"2,139.17",-8.28,-0.39,"2,157.95","2,161.93","2,136.59","253,934","5,874,812,724,034","1,200,153,447,630,850"
2011/05/11,"2,166.63",27.46,1.28,"2,161.44","2,166.63","2,144.94","378,036","7,145,271,045,668","1,215,421,664,163,919"
2011/05/12,"2,122.65",-43.98,-2.03,"2,139.24","2,149.42","2,122.60","382,254","7,606,626,432,678","1,190,966,104,219,887"
2011/05/13,"2,120.08",-2.57,-0.12,"2,133.99","2,134.53","2,103.06","397,073","8,668,256,768,847","1,189,746,838,896,478"
2011/05/16,"2,104.18",-15.9,-0.75,"2,104.67","2,115.25","2,097.16","273,619","6,244,500,517,685","1,180,704,015,798,828"
2011/05/17,"2,102.41",-1.77,-0.08,"2,103.82","2,111.44","2,092.32","300,785","5,816,924,738,808","1,179,634,987,114,304"
2011/05/18,"2,135.78",33.37,1.59,"2,110.70","2,138.72","2,106.41","259,991","7,215,357,283,514","1,198,282,118,075,693"
2011/05/19,"2,095.51",-40.27,-1.89,"2,141.29","2,143.41","2,092.61","283,358","7,961,200,144,849","1,175,716,166,126,388"
2011/05/20,"2,111.50",15.99,0.76,"2,101.45","2,112.48","2,084.06","282,777","6,182,380,791,725","1,184,395,237,014,228"
2011/05/23,"2,055.71",-55.79,-2.64,"2,100.44","2,100.44","2,055.71","292,953","6,350,014,042,966","1,153,458,199,906,931"
2011/05/24,"2,061.76",6.05,0.29,"2,052.44","2,070.64","2,048.55","268,517","6,095,591,819,889","1,156,564,018,050,413"
2011/05/25,"2,035.87",-25.89,-1.26,"2,073.53","2,082.12","2,030.68","344,973","6,924,688,838,104","1,142,389,972,733,782"
2011/05/26,"2,091.91",56.04,2.75,"2,059.93","2,094.35","2,056.49","296,695","7,279,454,304,393","1,173,540,159,204,139"
2011/05/27,"2,100.24",8.33,0.4,"2,087.36","2,111.36","2,085.24","272,782","7,237,258,525,670","1,178,266,981,014,517"
2011/05/30,"2,093.79",-6.45,-0.31,"2,115.27","2,116.13","2,085.75","213,193","5,747,086,204,651","1,174,515,169,389,527"
2011/05/31,"2,142.47",48.68,2.32,"2,104.16","2,146.79","2,102.77","303,264","9,496,715,895,846","1,201,535,707,564,010"
2011/06/01,"2,141.34",-1.13,-0.05,"2,142.67","2,152.95","2,132.85","294,708","8,124,099,930,457","1,201,658,964,678,441"
2011/06/02,"2,114.20",-27.14,-1.27,"2,098.37","2,126.80","2,093.97","248,779","7,307,482,014,248","1,186,603,079,437,709"
2011/06/03,"2,113.47",-0.73,-0.03,"2,123.47","2,131.93","2,108.75","264,108","6,858,156,865,704","1,186,958,412,303,082"
2011/06/07,"2,099.71",-13.76,-0.65,"2,093.45","2,106.85","2,091.26","246,621","6,213,589,397,260","1,179,333,159,725,161"
2011/06/08,"2,083.35",-16.36,-0.78,"2,102.97","2,109.11","2,068.78","281,368","6,665,898,192,628","1,170,446,284,553,967"
2011/06/09,"2,071.42",-11.93,-0.57,"2,076.70","2,088.82","2,067.58","283,662","7,393,645,567,249","1,163,744,258,108,779"
2011/06/10,"2,046.67",-24.75,-1.19,"2,085.85","2,093.94","2,045.24","265,874","7,181,166,205,563","1,150,248,424,529,757"
2011/06/13,"2,048.74",2.07,0.1,"2,030.54","2,057.65","2,025.42","218,485","5,608,763,807,365","1,151,153,827,126,546"
2011/06/14,"2,076.83",28.09,1.37,"2,045.22","2,082.25","2,040.69","209,519","6,201,674,191,494","1,167,172,552,701,325"
2011/06/15,"2,086.53",9.7,0.47,"2,087.96","2,091.00","2,064.82","229,156","6,080,611,629,799","1,172,762,618,958,906"
2011/06/16,"2,046.63",-39.9,-1.91,"2,057.16","2,068.17","2,043.81","234,158","5,887,030,474,545","1,150,630,651,763,711"
2011/06/17,"2,031.93",-14.7,-0.72,"2,057.46","2,058.67","2,008.84","282,483","8,101,624,085,374","1,142,098,433,790,282"
2011/06/20,"2,019.65",-12.28,-0.6,"2,034.35","2,047.12","2,017.52","229,184","6,377,177,851,854","1,134,887,988,315,787"
2011/06/21,"2,048.17",28.52,1.41,"2,041.15","2,051.19","2,015.86","278,610","6,813,489,766,279","1,150,933,541,836,688"
2011/06/22,"2,063.90",15.73,0.77,"2,066.91","2,074.46","2,059.36","263,839","6,353,156,646,387","1,159,768,464,918,357"
2011/06/23,"2,055.86",-8.04,-0.39,"2,048.06","2,064.96","2,048.06","259,638","5,407,198,331,785","1,155,197,052,907,321"
2011/06/24,"2,090.81",34.95,1.7,"2,063.92","2,090.82","2,062.26","294,102","8,104,801,122,631","1,174,795,233,482,679"
2011/06/27,"2,070.29",-20.52,-0.98,"2,076.01","2,076.94","2,058.40","246,532","4,958,946,636,132","1,163,016,185,758,264"
2011/06/28,"2,062.91",-7.38,-0.36,"2,092.94","2,099.94","2,062.91","328,640","5,870,037,068,596","1,158,896,707,248,238"
2011/06/29,"2,094.42",31.51,1.53,"2,097.87","2,098.95","2,081.71","256,146","5,915,863,624,618","1,177,629,254,675,950"
2011/06/30,"2,100.69",6.27,0.3,"2,103.59","2,105.47","2,091.09","257,291","6,428,419,014,153","1,183,469,295,893,691"
2011/07/01,"2,125.74",25.05,1.19,"2,120.03","2,131.67","2,116.68","273,414","6,811,813,231,432","1,197,691,903,643,283"
2011/07/04,"2,145.30",19.56,0.92,"2,143.24","2,153.29","2,141.98","290,459","6,760,170,053,036","1,208,899,353,940,828"
2011/07/05,"2,161.75",16.45,0.77,"2,149.40","2,163.37","2,145.87","284,885","6,460,079,083,868","1,218,330,864,780,678"
2011/07/06,"2,171.19",9.44,0.44,"2,156.94","2,171.19","2,155.33","275,940","7,277,886,440,017","1,223,542,027,965,437"
2011/07/07,"2,180.59",9.4,0.43,"2,167.18","2,184.94","2,165.15","355,587","8,239,764,632,058","1,228,757,573,190,349"
2011/07/08,"2,180.35",-0.24,-0.01,"2,192.83","2,192.83","2,173.96","323,024","9,318,017,159,144","1,228,916,647,016,839"
2011/07/11,"2,157.16",-23.19,-1.06,"2,167.94","2,171.29","2,151.84","240,691","5,615,932,684,386","1,216,062,170,471,530"
2011/07/12,"2,109.73",-47.43,-2.2,"2,131.07","2,136.98","2,107.95","286,417","6,246,442,849,069","1,189,654,997,812,964"
2011/07/13,"2,129.64",19.91,0.94,"2,117.12","2,129.64","2,107.63","306,087","6,569,547,446,259","1,200,628,389,436,737"
2011/07/14,"2,130.07",0.43,0.02,"2,119.06","2,130.08","2,105.24","307,418","8,198,559,373,034","1,201,192,340,088,550"
2011/07/15,"2,145.20",15.13,0.71,"2,123.57","2,145.20","2,123.00","272,103","6,111,820,412,498","1,209,584,112,418,141"
2011/07/18,"2,130.48",-14.72,-0.69,"2,149.97","2,149.97","2,121.73","329,001","6,095,541,735,952","1,201,282,996,684,769"
2011/07/19,"2,130.21",-0.27,-0.01,"2,127.13","2,140.44","2,123.43","303,460","6,156,963,766,220","1,201,201,489,624,139"
2011/07/20,"2,154.95",24.74,1.16,"2,158.88","2,164.22","2,149.25","373,914","8,387,523,514,284","1,215,223,404,597,364"
2011/07/21,"2,145.04",-9.91,-0.46,"2,153.94","2,155.49","2,135.66","362,340","7,342,151,626,460","1,209,551,459,969,947"
2011/07/22,"2,171.23",26.19,1.22,"2,162.00","2,171.24","2,153.49","412,964","7,351,117,741,692","1,224,620,561,559,704"
2011/07/25,"2,150.48",-20.75,-0.96,"2,154.00","2,158.35","2,146.99","341,969","5,931,765,000,322","1,213,021,926,235,632"
2011/07/26,"2,168.70",18.22,0.85,"2,163.08","2,168.70","2,148.22","330,151","6,704,314,342,792","1,223,228,482,734,158"
2011/07/27,"2,174.31",5.61,0.26,"2,152.66","2,174.73","2,151.84","297,092","6,319,514,517,661","1,226,284,498,006,964"
2011/07/28,"2,155.85",-18.46,-0.85,"2,138.61","2,160.44","2,138.61","299,515","5,882,751,122,340","1,215,976,556,017,183"
2011/07/29,"2,133.21",-22.64,-1.05,"2,159.27","2,159.27","2,133.21","328,774","6,020,141,404,731","1,203,578,276,898,215"
2011/08/01,"2,172.31",39.1,1.83,"2,160.09","2,173.28","2,158.24","262,846","6,427,038,552,772","1,225,742,989,791,520"
2011/08/02,"2,121.27",-51.04,-2.35,"2,152.85","2,155.44","2,114.75","350,312","7,695,653,310,799","1,197,148,100,928,368"
