,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,201112,CY,005930,1650018,528566,156442,74035,78935,6442,22510,16128,13993,171920,34328,0,137590,133827,3764,5784681,2591180,605830,895980,467014,3193501,2342665,129622,1923831,1604276,331672,982016,319555,3860848,3693942,35900,176156,3686809,166907,229179,137590,210712,129342,6577,46206,-40574,-32344,-211125,34568,245694,219657,0,31098,54270,14427,-8746,49002,418010,467014
1,201112,CY,000660,103959,16908,3690,6303,9115,3104,723,1258,106,452,1012,0,-560,-566,7,701725,207116,50065,72647,48151,494611,435585,27214,373721,204462,51611,64611,169259,328005,328003,119067,48941,159760,1,28560,0,39820,34013,656,1347,-8124,-2240,-33892,27301,61194,35682,0,5192,24345,18268,-885,-95,48245,48151
2,201112,CY,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,201112,CY,035420,21213,21213,6603,636,525,117,196,595,5,6321,1799,0,4522,4501,22,89740,53870,0,7733,18289,35870,14415,5940,29789,19544,3467,9213,10245,59952,60002,964,7796,81261,-51,4185,4522,3673,700,183,814,-1686,-1507,-3178,5538,8717,1225,0,-1892,1338,3227,0,-886,19175,18289
4,201112,CY,051910,226757,40806,28186,1949,2179,672,4528,4672,153,27966,6269,0,21697,21379,318,583605,289509,99360,129889,51530,294095,270728,7820,223131,202194,63265,83540,20936,360474,354454,14780,46312,295800,6020,22404,0,9811,7410,158,1355,-6562,-7455,-22804,1212,24015,21954,0,630,13763,9947,-3186,113,51416,51530
5,201112,CY,005380,777980,188959,80289,7475,7797,5115,10306,9839,24038,104471,23421,0,81049,76558,4491,4165761,1147560,233309,242713,276016,1573478,758541,105071,2664706,1312650,309239,494845,1349327,1501053,1378324,59560,158169,1180258,122729,41322,81049,81518,15961,7386,12339,-85961,-22946,-71160,16524,87686,28993,0,31088,155124,119459,-4576,161,275855,276016
6,201112,CY,068270,2786,2280,1805,95,29,25,45,60,0,1857,156,0,1701,1701,0,52475,11050,1301,5333,1932,41425,28768,8465,17906,12261,4254,2182,5646,34570,34570,2330,15638,12075,0,641,1701,407,108,58,125,-1124,-217,-1081,1693,2841,1074,69,610,2706,1790,-305,171,1762,1932
7,201112,CY,006400,54439,6832,1099,2927,3033,200,2835,1897,2850,4781,1270,0,3511,3201,310,339738,95259,22744,37613,28642,244479,72633,4064,87499,65906,16996,35491,21592,252239,244878,9628,50278,140781,7361,2997,3511,8019,4167,219,5814,-2748,29,-8791,1782,10572,4355,0,2686,4649,1192,-771,-3086,31728,28642
8,201112,CY,012330,262946,40377,26372,2822,2949,656,2599,2224,14009,40629,10361,0,30269,30229,38,840587,374811,67505,178924,95666,465776,126470,34603,329357,270198,78466,159818,59157,511231,510500,19644,54636,452576,729,21595,30269,17365,2968,563,16020,-5758,-4262,-28521,1722,30243,7161,0,2786,4233,0,-1446,-3890,99569,95666
9,201112,CY,028260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,201112,CY,051900,34562,17198,3702,21,313,298,383,126,55,3721,1006,0,2715,2647,68,92795,30023,11524,14870,2856,62772,32142,26555,53718,29712,5748,20084,24006,39079,36653,3544,3892,32141,2424,2889,2715,2510,866,63,396,-988,-953,-1349,354,1704,1546,0,-1081,820,1455,-446,473,2382,2856
11,201112,CY,017670,159264,159264,22956,4424,3438,2971,474,1537,-472,22408,6089,-497,15821,16129,-309,930584,257071,7212,139506,57224,673515,338119,154811,428598,263598,30640,116875,165000,501987,459103,1784,116636,448739,42884,63064,15821,36672,24828,0,4415,21803,-6817,-42391,7259,49649,29606,0,-10794,14019,18130,-6683,9913,47312,57226
12,201112,CY,005490,689388,91149,54677,31903,38667,7884,3069,3665,507,47824,10681,0,37144,36482,661,3020246,1273126,463391,475033,179201,1747119,1084618,200483,1421474,788794,356788,266771,632681,1598772,1511520,19296,46822,1507705,87250,16916,37144,60630,21330,1333,17987,-48507,-14363,-55170,74082,129251,53310,0,48999,74786,18079,-7709,10777,168424,179201
13,201112,CY,035720,4212,4212,1168,172,35,0,14,43,0,1275,278,83,1079,1085,-5,20951,13773,0,3216,3491,7178,3163,1419,4097,3729,13,1522,368,16855,16849,270,6905,9347,6,1117,1079,626,194,78,280,-258,-50,-1141,2854,3994,428,0,-141,119,160,-100,-164,3654,3491
14,201112,CY,000270,431909,100519,34990,1801,3202,1924,4574,4314,13366,47217,12024,0,35193,34156,1037,1178504,447325,158849,130151,89163,731179,353991,57794,671497,472194,63344,309435,199303,507007,497588,84571,68765,325681,9419,47451,35193,39910,6956,2952,15899,-9228,-2523,-26305,4168,30475,14338,0,-14409,15838,28260,-1987,6882,82280,89163
15,201112,CY,015760,434557,7308,-10204,6076,25188,21236,6723,3368,1231,-24732,8198,0,-32930,-33705,775,5328365,517697,147002,250736,73668,4810667,4437230,33889,3115481,618113,56022,199600,2497368,2212883,2194120,128372,57141,1899462,18763,41447,-32930,112132,67826,947,5477,-9845,-22434,-111957,9656,121613,106104,0,63414,124032,60171,-447,-7021,80690,73668
16,201112,CY,036570,5001,4052,1951,236,5,5,95,75,0,2199,430,0,1770,1770,0,45108,25750,6,3464,621,19357,11498,958,8683,6122,650,1900,2561,36425,36425,436,8609,31469,0,1405,1770,683,109,19,268,-393,-384,-1203,5634,6836,1732,0,-82,686,650,-119,117,504,621
17,201112,CY,034730,17017,17017,1758,212,673,590,25,50,5122,6393,2010,0,4382,4382,0,171330,35178,96,17319,8302,136153,13730,2245,86855,38455,8845,13971,48399,84477,84477,400,892,95197,0,1172,4382,3309,358,28,5286,-523,-710,-384,6983,7367,1035,0,-5196,12717,17578,-333,-4402,12705,8302
18,201112,CY,018260,47653,8999,4138,452,206,15,191,72,96,4599,1248,0,3349,3268,81,154898,77928,528,39462,10356,76970,33662,34045,40766,34643,299,22180,6124,114131,110411,1444,35748,73907,3721,4134,3349,4715,2014,478,414,-2307,-1211,-4554,857,5410,3784,0,-543,99,449,-194,-938,11295,10356
