,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,200803,CY,005930,658973,175720,69138,3886,3245,473,13390,12104,22982,94048,13914,0,80134,80134,0,2539176,608813,134575,121586,69247,1930364,1199438,22433,530802,411044,0,354046,119758,2008374,2008374,35900,256403,1984968,0,140209,80134,89520,71211,1493,21603,-7841,0,-136690,15117,151807,86013,0,219,949,0,-731,3738,65509,69247
1,200803,CY,000660,75879,4193,-6356,966,2432,1565,3334,3801,1528,-6760,883,0,-7643,-7643,0,585056,134096,27823,30364,41417,450961,332161,21357,223379,109979,7983,79884,113401,361679,361679,92554,31833,240577,0,21024,-7643,24886,17767,543,2859,6641,0,-39458,1927,41385,31766,0,12549,26045,13497,0,-5886,47303,41417
2,200803,CY,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,200803,CY,035420,10160,6394,4314,115,85,44,32,104,34,4306,1244,0,3062,3062,0,29503,16574,0,5031,7038,12930,4919,822,12318,8856,950,4259,3464,17184,17184,957,6450,20432,0,3877,3062,812,241,60,291,293,0,-1457,2843,4299,686,0,-602,2957,3559,0,1819,5221,7040
4,200803,CY,051910,118627,20983,10155,420,1107,748,1486,2090,1350,10213,1789,-107,8316,8316,0,265872,101976,41748,46619,10537,163896,132998,-7396,126050,78088,1620,56298,47961,139823,139823,15698,40780,84275,0,7307,8316,6949,4118,260,2371,-5588,0,-3997,1346,5344,4135,0,-3978,2333,5582,-729,1275,9261,10537
5,200803,CY,005380,320962,64935,21459,4371,6340,1673,5837,6369,4758,23717,6040,0,17677,17677,0,1171817,362220,59512,98170,50796,809599,384061,50849,455172,273594,20304,189655,181577,716645,716645,59438,223954,450506,0,32667,17677,28553,8336,3839,6687,-6875,0,-28509,60683,89191,9024,0,1519,14503,10230,-2754,5676,45119,50796
6,200803,CY,068270,493,85,26,3,12,9,3,3,1,18,1,0,19,19,0,1978,1083,119,776,43,895,805,0,973,643,350,208,329,1004,1004,120,407,522,0,-12,19,43,33,0,4,-70,0,-58,149,206,60,0,62,322,258,-2,-9,51,43
7,200803,CY,006400,40257,1472,-5520,585,199,124,2710,2507,-1431,-6359,-904,0,-5456,-5456,0,262922,53387,12694,23620,13080,209534,108850,2612,73963,32219,0,31419,41742,188960,188960,9628,51130,112034,0,727,-5456,10272,5327,79,2336,-1754,0,-1742,2677,4417,3534,0,822,4565,3743,0,-193,13273,13080
8,200803,CY,012330,88591,16843,8778,519,1123,197,752,729,2428,10625,2717,0,7908,7908,0,268894,108025,18774,61828,26724,160869,43220,4500,101949,73302,0,56919,28646,166946,166946,17660,12229,139192,0,3124,7908,3185,761,468,3107,-4862,0,-2364,2330,4693,1189,0,-2087,1078,2097,-1068,-1326,28051,26724
9,200803,CY,028260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
