,코드,종목명
1205,014200,광림
1206,045890,GV
1207,241840,에이스토리
1208,034810,해성산업
1209,006980,우성사료
1210,253840,수젠텍
1211,225330,씨엠에스에듀
1212,032560,황금에스티
1213,047400,유니온머티리얼
1214,060370,KT서브마린
1215,069540,라이트론
1216,101240,씨큐브
1217,058730,다스코
1218,086040,바이오톡스텍
1219,267790,배럴
1220,086960,한컴MDS
1221,000650,천일고속
1222,227840,현대코퍼레이션홀딩스
1223,299910,베스파
1224,238200,비피도
1225,006580,대양제지
1226,002070,남영비비안
1227,004450,삼화왕관
1228,047770,코데즈컴바인
1229,017650,대림제지
1230,016090,대현
1231,215380,우정바이오
1232,078940,코드네이처
1233,014570,고려제약
1234,001260,남광토건
1235,053690,한미글로벌
1236,007590,동방아그로
1237,101330,모베이스
1238,017040,광명전기
1239,037330,인지디스플레
1240,004080,신흥
1241,195500,마니커에프앤지
1242,016880,웅진
1243,257370,명성티엔에스
1244,221840,하이즈항공
1245,065560,녹원씨엔아이
1246,126880,제이엔케이히터
1247,089230,THE E&M
1248,079190,EMW
1249,013310,아진산업
1250,001470,삼부토건
1251,006910,보성파워텍
1252,026150,특수건설
1253,005190,동성화학
1254,041460,한국전자인증
1255,214680,디알텍
1256,131100,알이피
1257,006050,국영지앤엠
1258,097800,윈팩
1259,289080,SV인베스트먼트
1260,115440,우리넷
1261,194480,데브시스터즈
1262,008600,윌비스
1263,001840,이화공영
1264,123570,이엠넷
1265,094360,칩스앤미디어
1266,012160,영흥철강
1267,024060,흥구석유
1268,012860,모베이스전자
1269,063170,서울옥션
1270,068330,일신바이오
1271,032820,우리기술
1272,005800,신영와코루
1273,046070,코다코
1274,198440,고려시멘트
1275,192250,케이사인
1276,094940,푸른기술
1277,040300,YTN
1278,036010,아비코전자
1279,124560,태웅로직스
1280,043290,케이맥
1281,026940,부국철강
1282,217820,엔에스
1283,131760,파인텍
1284,016740,두올
1285,114810,아이원스
1286,217600,켐온
1287,174880,장원테크
1288,018000,유니슨
1289,021080,에이티넘인베스트
1290,033130,디지틀조선
1291,054920,한컴위드
1292,078860,아이오케이
1293,064820,케이프
1294,005870,휴니드
1295,002200,수출포장
1296,003610,방림
1297,042040,케이피엠테크
1298,246710,티앤알바이오팹
1299,058850,KTcs
1300,006090,사조오양
1301,108860,셀바스AI
1302,012320,경동인베스트
1303,000300,대유플러스
1304,033170,시그네틱스
1305,088130,동아엘텍
1306,012790,신일제약
1307,088910,동우팜투테이블
1308,075180,새론오토모티브
1309,065450,빅텍
1310,033100,제룡전기
1311,069460,대호에이엘
1312,042510,라온시큐어
1313,083660,CSA 코스믹
1314,056700,신화인터텍
1315,220260,켐트로스
1316,058630,엠게임
1317,053700,삼보모터스
1318,002300,한국제지
1319,048910,대원미디어
1320,148250,알엔투테크놀로지
1321,058430,포스코강판
1322,140070,서플러스글로벌
1323,062970,피피아이
1324,045660,에이텍
1325,123410,코리아에프티
1326,051780,큐로홀딩스
1327,087260,모바일어플라이언스
1328,038460,바이오스마트
1329,241820,피씨엘
1330,102210,해덕파워웨이
1331,021820,세원정공
1332,085310,엔케이
1333,008800,행남사
1334,009310,참엔지니어링
1335,003080,성보화학
1336,025750,한솔홈데코
1337,044960,이글벳
1338,065350,신성델타테크
1339,109860,동일금속
1340,000500,가온전선
1341,014280,금강공업
1342,112240,에스에프씨
1343,226360,이엑스티
1344,122350,삼기오토모티브
1345,083420,그린케미칼
1346,019010,베뉴지
1347,002600,조흥
1348,000850,화천기공
1349,033560,블루콤
1350,126870,뉴로스
1351,017370,우신시스템
1352,016100,리더스코스메틱
1353,196450,디오스텍
1354,014710,사조씨푸드
1355,094850,참좋은여행
1356,044380,주연테크
1357,170920,엘티씨
1358,009190,대양금속
1359,134790,시디즈
1360,119650,KC코트렐
1361,078140,대봉엘에스
1362,294630,서남
1363,056000,신스타임즈
1364,182360,큐브엔터
1365,010040,한국내화
1366,220100,퓨쳐켐
1367,073640,삼원테크
1368,050860,아세아텍
1369,297090,씨에스베어링
1370,140670,알에스오토메이션
1371,149980,하이로닉
1372,020120,키다리스튜디오
1373,006740,영풍제지
1374,066900,디에이피
1375,002410,범양건영
1376,084670,동양고속
1377,317120,라닉스
1378,187220,디티앤씨
1379,004410,서울식품
1380,041930,동아화성
1381,086250,화신테크
1382,052860,아이앤씨
1383,027830,대성창투
1384,092460,한라IMS
1385,004440,대림씨엔에스
1386,015230,대창단조
1387,004140,동방
1388,037270,YG PLUS
1389,156100,엘앤케이바이오
1390,090710,휴림로봇
1391,033310,디케이디앤아이
1392,084730,팅크웨어
1393,050760,에스폴리텍
1394,053110,소리바다
1395,118990,모트렉스
1396,049720,고려신용정보
1397,009770,삼정펄프
1398,171010,램테크놀러지
1399,196490,디에이테크놀로지
1400,041920,메디아나
1401,063440,SM Life Design
1402,009070,KCTC
1403,222110,팬젠
1404,009780,엠에스씨
1405,163560,동일고무벨트
1406,134780,화진
1407,190510,나무가
1408,095500,미래나노텍
1409,058860,KTis
1410,263800,데이타솔루션
1411,076610,해성옵틱스
1412,002230,피에스텍
1413,038070,서린바이오
1414,126600,코프라
1415,285490,노바텍
1416,300080,플리토
1417,071670,에이테크솔루션
1418,072990,에이치시티
1419,002140,고려산업
1420,105840,우진
1421,023150,MH에탄올
1422,106190,하이텍팜
1423,089790,제이티
1424,049430,코메론
1425,150840,인트로메딕
1426,104200,NHN벅스
1427,016790,현대사료
1428,065940,바이오빌
1429,308100,까스텔바작
1430,041590,젬백스지오
1431,069410,엔텔스
1432,001550,조비
1433,000220,유유제약
1434,004720,우리들제약
1435,049630,재영솔루텍
1436,105740,디케이락
1437,041650,상신브레이크
1438,092870,엑시콘
1439,046120,오르비텍
1440,041440,에버다임
1441,078650,코렌
1442,219420,링크제니시스
1443,011500,한농화성
1444,227610,아우딘퓨쳐스
1445,036000,예림당
1446,057540,옴니시스템
1447,003480,한진중공업홀딩스
1448,011560,세보엠이씨
1449,019660,글로본
1450,044480,바이오제네틱스
1451,048430,유라테크
1452,039290,인포뱅크
1453,204630,화이브라더스코리아
1454,006140,피제이전자
1455,322180,티라유텍
1456,327260,메탈라이프
1457,094820,일진파워
1458,208640,썸에이지
1459,306620,네온테크
1460,222420,쎄노텍
1461,178780,유테크
1462,019590,엠벤처투자
1463,047080,한빛소프트
1464,018700,바른손
1465,053620,태양
1466,032790,엠젠플러스
1467,006340,대원전선
1468,119830,아이텍
1469,043910,자연과환경
1470,023800,인지컨트롤스
1471,027040,서울전자통신
1472,033340,좋은사람들
1473,006370,대구백화점
1474,170030,현대공업
1475,024880,케이피에프
1476,033540,파라텍
1477,071970,STX중공업
1478,014130,한익스프레스
1479,250000,보라티알
1480,005860,한일사료
1481,256150,한독크린텍
1482,090080,평화산업
1483,043340,에쎈테크
1484,023460,CNH
1485,051490,나라엠앤디
1486,001380,SG충방
1487,031310,아이즈비전
1488,049080,기가레인
1489,092200,디아이씨
1490,119850,지엔씨에너지
1491,171090,선익시스템
1492,011090,에넥스
1493,056730,포스링크
1494,133820,화인베스틸
1495,234100,세원
1496,096040,이트론
1497,036170,라이브파이낸셜
1498,012280,영화금속
1499,024800,유성티엔에스
1500,073010,케이에스피
1501,032940,원익
1502,000440,중앙에너비스
1503,009810,엔케이물산
1504,004090,한국석유
1505,032680,소프트센
1506,047920,메디포럼제약
1507,060480,국일신동
1508,043090,큐브앤컴퍼니
1509,263920,블러썸엠앤씨
1510,066670,디스플레이텍
1511,036180,영인프런티어
1512,037760,쎄니트
1513,016670,포비스티앤씨
1514,021040,대호피앤씨
1515,040160,누리텔레콤
1516,217330,싸이토젠
1517,250060,모비스
1518,007370,진양제약
1519,264660,씨앤지하이테크
1520,059210,메타바이오메드
1521,215100,로보로보
1522,265560,영화테크
1523,032980,바이온
1524,033230,인성정보
1525,053260,금강철강
1526,090410,덕신하우징
1527,025550,한국선재
1528,010400,우진아이엔에스
1529,033200,모아텍
1530,155660,DSR
1531,024120,KB오토시스
1532,066360,체리부로
1533,043650,국순당
1534,115310,인포바인
1535,225430,케이엠제약
1536,217500,러셀
1537,101000,상상인인더스트리
1538,054090,삼진엘앤디
1539,002920,유성기업
1540,042500,링네트
1541,234300,에스트래픽
1542,019180,티에이치엔
1543,106520,디지탈옵틱
1544,114190,강원
1545,008250,이건산업
1546,037230,한국팩키지
1547,004910,조광페인트
1548,206400,엔터메이트
1549,086670,비엠티
1550,027970,세하
1551,033050,제이엠아이
1552,042940,상지카일룸
1553,047560,이스트소프트
1554,004780,대륙제관
1555,050540,한국코퍼레이션
1556,004590,한국가구
1557,036090,위지트
1558,014440,영보화학
1559,252500,세화피앤씨
1560,023440,제일제강
1561,024950,삼천리자전거
1562,037370,EG
1563,018620,우진비앤지
1564,013700,까뮤이앤씨
1565,002630,오리엔트바이오
1566,005750,대림B&Co
1567,001560,제일연마
1568,005360,모나미
1569,064520,바른전자
1570,000590,CS홀딩스
1571,005010,휴스틸
1572,080010,이상네트웍스
1573,057030,YBM넷
1574,032750,삼진
1575,170790,파이오링크
1576,046210,파나진
1577,072130,유엔젤
1578,049830,승일
1579,046390,삼화네트웍스
1580,057680,옴니텔
1581,091970,나노캠텍
1582,057880,필로시스헬스케어
1583,017510,세명전기
1584,014190,원익큐브
1585,066910,손오공
1586,115570,스타플렉스
1587,092780,동양피스톤
1588,006890,태경화학
1589,305090,마이크로디지탈
1590,253590,네오셈
1591,010280,쌍용정보통신
1592,255220,SG
1593,039010,현대통신
1594,060540,에스에이티
1595,104620,노랑풍선
1596,039610,화성밸브
1597,044060,조광ILI
1598,148140,비디아이
1599,093520,매커스
1600,230980,솔트웍스
1601,042110,에스씨디
1602,051630,진양화학
1603,096350,대창솔루션
1604,079650,서산
1605,143540,영우디에스피
1606,222980,한국맥널티
1607,104540,코렌텍
1608,083650,비에이치아이
1609,050120,라이브플렉스
1610,006660,삼성공조
1611,100030,모바일리더
1612,023770,플레이위드
1613,039980,리노스
1614,013360,일성건설
1615,033250,체시스
1616,068050,팬엔터테인먼트
1617,069730,DSR제강
1618,318000,한국바이오젠
1619,103840,우양
1620,052220,iMBC
1621,010660,화천기계
1622,290660,네오펙트
1623,001080,만호제강
1624,142210,유니트론텍
1625,008870,금비
1626,129260,인터지스
1627,234920,자이글
1628,024890,대원화성
1629,006570,대림통상
1630,040610,SG&G
1631,017480,삼현철강
1632,131180,딜리
1633,080470,성창오토텍
1634,010100,한국프랜지
1635,094190,이엘케이
1636,048470,대동스틸
1637,218150,미래생명자원
1638,031860,엔에스엔
1639,217620,디딤
1640,099440,스맥
1641,073540,에프알텍
1642,090370,메타랩스
1643,094860,코닉글로리
1644,128660,피제이메탈
1645,005670,푸드웰
1646,100660,서암기계공업
1647,228340,동양파일
1648,246720,아스타
1649,037440,희림
1650,041520,이라이콤
1651,018680,서울제약
1652,017250,인터엠
1653,008260,NI스틸
1654,080520,오디텍
1655,039670,한류타임즈
1656,131090,시큐브
1657,114120,크루셜텍
1658,010770,평화홀딩스
1659,219550,MP한강
1660,317870,엔바이오니아
1661,080530,코디
1662,224060,코디엠
1663,105550,트루윈
1664,264850,이랜시스
1665,052300,W홀딩컴퍼니
1666,189980,흥국에프엔비
1667,070300,한솔시큐어
1668,049550,잉크테크
1669,208370,셀바스헬스케어
1670,002710,TCC스틸
1671,311390,네오크레마
1672,036480,대성미생물
1673,039420,케이엘넷
1674,013000,세우글로벌
1675,065570,삼영이엔씨
1676,001810,무림SP
1677,036710,심텍홀딩스
1678,079810,디이엔티
1679,039020,이건홀딩스
1680,081150,티플랙스
1681,003010,혜인
1682,010470,오리콤
1683,001000,신라섬유
1684,241520,DSC인베스트먼트
1685,037350,성도이엔지
1686,046110,한일네트웍스
1687,094840,슈프리마에이치큐
1688,277070,린드먼아시아
1689,153490,우리이앤엘
1690,226440,한송네오텍
1691,046970,우리로
1692,024830,세원물산
1693,012340,뉴인텍
1694,038870,에코바이오
1695,208710,바이오로그디바이스
1696,272110,케이엔제이
1697,168330,내츄럴엔도텍
1698,079950,인베니아
1699,036690,코맥스
1700,003780,진양산업
1701,031510,오스템
1702,286750,나노브릭
1703,246960,이노테라피
1704,032800,판타지오
1705,220180,핸디소프트
1706,117730,티로보틱스
1707,025950,동신건설
1708,052190,이에스에이
1709,317770,슈프리마아이디
1710,013810,스페코
1711,049120,파인디앤씨
1712,147760,마이크로프랜드
1713,215480,토박스코리아
1714,070590,한솔인티큐브
1715,048770,TPC
1716,089530,에이티세미콘
1717,000910,유니온
1718,094970,제이엠티
1719,246690,TS인베스트먼트
1720,045510,정원엔시스
1721,068940,아이씨케이
1722,130500,GH신소재
1723,025820,이구산업
1724,109820,진매트릭스
1725,052900,KMH하이텍
1726,004830,덕성
1727,059120,아진엑스텍
1728,053050,지에스이
1729,115530,씨엔플러스
1730,123700,SJM
1731,006880,신송홀딩스
1732,024840,KBI메탈
1733,258830,세종메디칼
1734,189690,포시에스
1735,092300,현우산업
1736,026040,제이에스티나
1737,037030,파워넷
1738,122310,제노레이
1739,004100,태양금속
1740,101400,엔시트론
1741,053290,NE능률
1742,002820,선창산업
1743,046310,백금T&A
1744,221610,한솔씨앤피
1745,213090,미래테크놀로지
1746,065770,CS
1747,221980,케이디켐
1748,106080,하이소닉
1749,097870,효성오앤비
1750,078350,한양디지텍
1751,313760,윌링스
1752,263810,상신전자
1753,006920,모헨즈
1754,054540,삼영엠텍
1755,238120,로고스바이오
1756,086060,진바이오텍
1757,208140,정다운
1758,030720,동원수산
1759,092600,앤씨앤
1760,187790,나노
1761,011700,한신기계
1762,088390,이녹스
1763,007630,폴루스바이오팜
1764,196300,애니젠
1765,054630,에이디칩스
1766,114630,우노앤컴퍼니
1767,007610,선도전기
1768,054930,유신
1769,204020,그리티
1770,123840,한일진공
1771,054940,엑사이엔씨
1772,062860,티엘아이
1773,052460,아이크래프트
1774,153460,네이블
1775,009730,코센
1776,190650,코리아에셋투자증권
1777,003310,대주산업
1778,006110,삼아알미늄
1779,032540,TJ미디어
1780,263860,지니언스
1781,147830,제룡산업
1782,131220,대한과학
1783,019540,일지테크
1784,030790,동양네트웍스
1785,082850,우리바이오
1786,018470,조일알미늄
1787,008420,문배철강
1788,177830,파버나인
1789,227950,마이크로텍
1790,095910,에스에너지
1791,024740,한일단조
1792,277410,인산가
1793,002870,신풍제지
1794,008370,원풍
1795,293580,나우IB
1796,058220,아리온
1797,079970,투비소프트
1798,036620,버추얼텍
1799,127710,아시아경제
1800,138070,신진에스엠
1801,111820,지와이커머스
1802,033430,디에스티
1803,258790,소프트캠프
1804,069640,한세엠케이
1805,054040,한국컴퓨터
1806,067920,이글루시큐리티
1807,054300,팬스타엔터프라이즈
1808,041020,인프라웨어
1809,115500,케이씨에스
1810,010240,흥국
1811,317830,에스피시스템스
1812,096690,제이스테판
1813,109080,옵티시스
1814,317530,캐리소프트
1815,066410,버킷스튜디오
1816,027580,상보
1817,064090,에프앤리퍼블릭
1818,096610,알에프세미
1819,224110,에이텍티앤
1820,215790,이노인스트루먼트
1821,159910,스킨앤스킨
1822,025530,SJM홀딩스
1823,053270,구영테크
1824,208350,지란지교시큐리티
1825,140520,대창스틸
1826,104040,대성파인텍
1827,290270,휴네시온
1828,310200,애니플러스
1829,023350,한국종합기술
1830,002220,한일철강
1831,269620,시스웍
1832,186230,그린플러스
1833,050320,에이앤티앤
1834,063760,이엘피
1835,085670,뉴프렉스
1836,065370,위세아이텍
1837,007280,한국특수형강
1838,115480,씨유메디칼
1839,020180,대신정보통신
1840,002680,한탑
1841,317850,대모
1842,072770,율호
1843,101390,아이엠
1844,141070,맥스로텍
1845,085910,네오티스
1846,126640,화신정공
1847,101930,인화정공
1848,071850,캐스텍코리아
1849,011420,갤럭시아에스엠
1850,075970,동국알앤에스
1851,008470,부스타
1852,039310,세중
1853,051390,YW
1854,018500,동원금속
1855,032080,아즈텍WB
1856,254120,자비스
1857,009180,한솔로지스틱스
1858,038620,위즈코프
1859,065440,이루온
1860,001620,케이비아이동국실업
1861,101170,우림기계
1862,208860,엔지스테크널러지
1863,082660,코스나인
1864,084870,TBH글로벌
1865,050960,수산아이앤티
1866,150900,파수닷컴
1867,081580,성우전자
1868,038530,골드퍼시픽
1869,039240,경남스틸
1870,043710,서울리거
1871,219130,타이거일렉
1872,093240,형지엘리트
1873,065500,오리엔트정공
1874,128540,에코캡
1875,000760,이화산업
1876,065420,에스아이리소스
1877,015540,메디파트너생명공학
1878,042600,새로닉스
1879,021650,한국큐빅
1880,219750,지티지웰니스
1881,182690,테라셈
1882,036640,HRS
1883,204840,지엘팜텍
1884,089850,유비벨록스
1885,007120,미래아이앤지
1886,154030,아시아종묘
1887,203450,유니온커뮤니티
1888,054180,중앙오션
1889,297570,알로이스
1890,003280,흥아해운
1891,030350,드래곤플라이
1892,001020,페이퍼코리아
1893,028080,휴맥스홀딩스
1894,035460,기산텔레콤
1895,001140,국보
1896,056090,유앤아이
1897,024900,덕양산업
1898,184230,SGA솔루션즈
1899,067010,이씨에스
1900,205500,액션스퀘어
1901,075130,플랜티넷
1902,014910,성문전자
1903,010640,진양폴리
1904,024070,WISCOM
1905,204990,코썬바이오
1906,005820,원림
1907,066790,씨씨에스
1908,096640,멜파스
1909,044180,KD
1910,060260,뉴보텍
1911,088790,진도
1912,091440,텔레필드
1913,275630,에스에스알
1914,049800,우진플라임
1915,122690,서진오토모티브
1916,038110,에코플라스틱
1917,029480,바른테크놀로지
1918,024850,피에스엠씨
1919,012620,원일특강
1920,136510,쎄미시스코
1921,003720,삼영화학
1922,307180,아이엘사이언스
1923,050090,휘닉스소재
1924,038160,팍스넷
1925,025870,신라에스지
1926,038950,파인디지털
1927,263020,디케이앤디
1928,189860,서전기전
1929,025880,케이씨피드
1930,032960,동일기연
1931,023810,인팩
1932,008110,대동전자
1933,263540,샘코
1934,079000,와토스코리아
1935,007770,한일화학
1936,127160,매직마이크로
1937,071950,코아스
1938,089150,케이씨티
1939,032580,피델릭스
1940,014940,오리엔탈정공
1941,098120,마이크로컨텍솔
1942,065690,파커스
1943,085810,알티캐스트
1944,002290,삼일기업공사
1945,010420,한솔PNS
1946,127120,디엔에이링크
1947,205470,휴마시스
1948,019990,에너토크
1949,045300,성우테크론
1950,093640,다믈멀티미디어
1951,052600,한네트
1952,024910,경창산업
1953,001210,금호전기
1954,071090,하이스틸
1955,072950,빛샘전자
1956,064480,브리지텍
1957,017000,신원종합개발
1958,076080,웰크론한텍
1959,217190,제너셈
1960,212560,네오오토
1961,005450,신한
1962,043590,크로바하이텍
1963,225590,패션플랫폼
1964,016920,카스
1965,237750,피앤씨테크
1966,005320,국동
1967,139050,데일리블록체인
1968,177350,베셀
1969,038010,제일테크노스
1970,002690,동일제강
1971,060300,레드로버
1972,181340,이즈미디어
1973,109070,컨버즈
1974,019770,서연탑메탈
1975,154040,솔루에타
1976,123010,아이에이네트웍스
1977,119500,포메탈
1978,048830,엔피케이
1979,003680,한성기업
1980,053160,프리엠스
1981,093380,풍강
1982,032280,삼일
1983,006200,한국전자홀딩스
1984,064510,에코마이스터
1985,052770,와이디온라인
1986,192390,윈하이텍
1987,000040,KR모터스
1988,175140,인포마크
1989,069140,누리플랜
1990,160600,에스엔텍비엠
1991,009620,삼보산업
1992,099410,동방선기
1993,011300,성안
1994,049470,SGA
1995,173130,오파스넷
1996,019570,리더스 기술투자
1997,053660,현진소재
1998,035200,프럼파스트
1999,023960,에쓰씨엔지니어링
2000,134060,이퓨쳐
2001,087600,픽셀플러스
2002,197140,디지캡
2003,011230,삼화전자
2004,015020,이스타코
2005,021880,메이슨캐피탈
2006,058530,슈펙스비앤피
2007,037400,우리조명
2008,035290,더블유에프엠
2009,226400,오스테오닉
2010,214310,세미콘라이트
2011,066430,와이오엠
2012,123330,제닉
2013,001420,태원물산
2014,058420,제이웨이
2015,012170,키위미디어그룹
2016,098660,에스티오
2017,067730,로지시스
2018,279600,미디어젠
2019,110020,전진바이오팜
2020,073190,듀오백
2021,009140,경인전자
2022,161570,THE MIDONG
2023,060380,동양에스텍
2024,103130,웅진에너지
2025,090150,광진윈텍
2026,059100,아이컴포넌트
2027,039230,에이아이비트
2028,043260,성호전자
2029,058110,멕아이씨에스
2030,101730,조이맥스
2031,087730,에스모 머티리얼즈
2032,045340,토탈소프트
2033,141020,포티스
2034,054340,피앤텔
2035,187270,신화콘텍
2036,015260,에이엔피
2037,215090,유니맥스글로벌
2038,079170,한창산업
2039,196700,웹스
2040,044780,에이치케이
2041,080580,오킨스전자
2042,001770,신화실업
2043,054220,비츠로시스
2044,101670,코리아에스이
2045,008830,대동기어
2046,134580,디엠티
2047,067770,세진티에스
2048,226350,아이엠텍
2049,099520,ITX엠투엠
2050,039740,한국정보공학
2051,020400,대동금속
2052,051980,센트럴바이오
2053,105330,케이엔더블유
2054,130740,티피씨글로벌
2055,002420,세기상사
2056,007530,영신금속
2057,084180,수성
2058,043360,디지아이
2059,115610,이미지스
2060,043100,솔고바이오
2061,023790,동일철강
2062,000950,전방
2063,026910,광진실업
2064,227100,디자인
2065,010580,지코
2066,054410,케이피티유
2067,222810,한류AI센터
2068,191410,육일씨엔에쓰
2069,024940,PN풍년
2070,101680,한국정밀기계
2071,011080,형지I&C
2072,103230,에스앤더블류
2073,058450,일야
2074,114570,지스마트글로벌
2075,032860,글로스퍼랩스
2076,013720,청보산업
2077,066110,한프
2078,121850,코이즈
2079,096870,엘디티
2080,008500,일정실업
2081,197210,리드
2082,012600,청호컴넷
2083,158310,스타모빌리티
2084,223310,이에스브이
2085,113810,디젠스
2086,053060,세동
2087,123260,파인넥스
2088,004920,씨아이테크
2089,005030,부산주공
2090,025890,한국주강
2091,195440,퓨전
2092,123750,알톤스포츠
2093,033790,스카이문스테크놀로지
2094,019490,하이트론
2095,194510,파티게임즈
2096,028040,미래SCI
2097,069330,유아이디
2098,121890,에스디시스템
2099,192410,감마누
2100,083470,KJ프리텍
2101,030270,에스마크
2102,033600,럭슬
2103,080440,에스제이케이
2104,149940,모다
