,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,2004,Y,005930,819630,290103,117607,4529,4405,1701,19403,18329,4956,123762,22073,0,101689,107895,-6207,690046,319912,58036,134746,31296,370134,239624,5445,326043,261076,71012,121459,64968,364003,344436,8975,62396,305770,19567,167441,107895,94105,50681,1168,16368,-18191,0,-81826,97481,179307,104972,0,-96389,246869,327295,-15963,-9961,41257,31296
1,2004,Y,000660,67037,29363,20320,386,2294,2183,8718,9895,0,17235,23,0,17213,17204,9,88469,27204,5580,9589,4741,61265,47609,6542,43632,20092,2090,16122,23541,44836,44444,22420,3856,19422,393,30001,17204,17433,10497,755,6661,2024,0,-18930,6209,25139,18997,0,-11546,1852,13379,-19,-916,5657,4741
2,2004,Y,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2004,Y,035420,2619,1652,686,26,1,1,141,72,-144,637,86,0,551,545,6,3713,1651,0,462,315,2062,341,1048,1072,1029,16,482,43,2641,2532,78,1206,1217,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2004,Y,051910,88172,18054,8903,272,2131,1143,1631,1208,1883,9351,2561,0,6790,5382,1408,68972,23945,9000,7995,5279,45028,33991,1913,41961,22993,5794,12129,18968,27011,21962,3654,7826,10719,5049,8018,5382,8331,4294,274,2857,-2838,0,-7942,1423,9365,5554,0,1833,9912,6799,-1281,1937,3342,5279
5,2004,Y,005380,531006,136811,23820,5628,5805,4655,18128,17415,2843,27199,8570,0,18629,16868,1761,583666,215508,69405,40724,31880,291918,198023,18125,412367,267217,105718,97144,144062,171298,130338,14808,51619,65302,40960,40138,16868,60782,16222,3874,10358,-27154,0,-59111,80327,139437,34120,0,4300,360838,353682,-2857,-15755,47635,31880
6,2004,Y,068270,271,66,35,1,4,4,5,3,0,34,4,0,30,30,0,205,104,8,74,12,101,92,0,112,83,52,27,29,93,93,14,9,70,0,42,30,25,21,0,3,-10,0,-52,26,78,61,0,18,30,12,0,8,3,12
7,2004,Y,006400,93218,16766,7755,525,164,77,1485,2399,281,7482,-89,0,7571,7417,154,67224,27618,6969,9910,7505,39606,31058,869,22408,18033,5080,12293,4375,44815,43104,2407,12814,31230,1711,13113,7417,9601,7978,0,743,-3161,0,-11746,2551,14297,11013,0,-461,9643,8768,-1336,593,6912,7505
8,2004,Y,012330,73040,14789,7639,360,780,621,439,362,2415,9712,2809,0,6903,6835,68,53911,24856,5830,13499,4494,29055,11338,1611,30558,21320,4593,12569,9238,23353,22756,4320,2523,16052,596,1666,6835,1814,660,236,2757,-4226,0,-5139,2883,8022,2969,0,2289,8160,5872,0,-1180,5674,4494
9,2004,Y,028260,11649,1163,607,29,235,186,61,61,1060,1461,401,0,1060,1060,0,34307,4078,205,1251,1531,30228,12457,12,16089,5290,2360,1798,10799,18218,18218,125,2749,5572,0,651,1060,616,358,0,1117,92,0,-1756,138,1894,768,0,2021,31098,29078,0,915,616,1531
10,2004,Y,051900,10121,5024,581,14,45,45,41,73,10,528,158,0,370,364,6,6200,2153,723,1067,269,4047,3336,95,3216,2664,1177,1391,552,2984,2932,886,973,1117,52,857,364,516,288,27,22,-1,0,-337,173,511,456,0,-618,6933,7284,-266,-98,366,269
11,2004,Y,017670,105706,105706,24397,1102,3532,3034,892,1509,-120,21232,6298,0,14934,14915,19,142834,43907,523,31325,3706,98927,47039,35229,70776,30669,4255,18102,40107,72057,71075,446,29683,61529,982,25161,14915,19866,17416,0,257,-9363,0,-14695,5998,20693,16319,0,-9686,12671,17574,-4783,531,3175,3706
