,Date,구분,코드,매출,매출총이익,영업이익,금융수익,금융원가,이자비용,기타수익,기타비용,종속/관계기업손익,세전계속사업이익,법인세비용,중단영업이익,당기순이익,지배주주순이익,비지배주주순이익,자산총계,유동자산,재고자산,매출채권및,현금및현금성자산,비유동자산,유형자산,무형자산,부채총계,유동부채,단기차입금,매입채무및,비유동부채,자본총계,지배주주지분,자본금,자본잉여금,이익잉여금,비지배주주지분,영업활동현금흐름,당기손순익,현금유출없는비용가산,감가상각비,무형자산상각비,현금유입없는수익차감,운전자본변동,기타영업활동현금흐름,투자활동현금흐름,투자활동현금유입,투자활동현금유출,유형자산의증가,기타투자활동현금흐름,재무활동현금흐름,재무활동현금유입,재무활동현금유출,기타재무활동현금흐름,현금및현금성자산증가,기초현금및현금성자산,기말현금및현금성자산
0,2001,Y,005930,464438,137866,39514,2172,5454,4107,12013,12916,3015,38344,4635,0,33709,30551,3158,521149,268707,36107,181752,19668,252442,154014,2918,317164,235616,92660,86411,81547,203985,194899,8821,57236,133419,9086,46452,30551,61305,35928,443,7395,-38009,0,-69868,175332,245200,51736,0,23804,2481362,2452487,-5071,-296,19964,19668
1,2001,Y,000660,52887,-5876,-19102,960,12560,10839,20999,32204,-1739,-43645,6873,0,-50518,-49626,-893,144133,22600,6793,8533,5072,121534,89775,19611,93002,34942,8313,19485,58060,51132,49539,50739,53264,-72888,1593,-4296,-49626,60582,22344,2011,18680,3427,0,4408,32665,28258,5083,0,2155,47529,45375,0,2270,2802,5072
2,2001,Y,207940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2001,Y,035420,243,130,53,2,7,0,1,0,-24,26,-3,0,29,29,0,460,161,0,76,78,299,101,36,43,43,0,28,0,417,417,27,439,-53,0,75,29,74,28,10,0,-28,0,-57,53,110,34,0,41,42,1,0,59,19,78
4,2001,Y,051910,40025,7356,2768,104,1216,1193,433,349,116,1856,585,0,1271,1238,32,39787,8851,2968,4259,1298,30936,26082,1129,26767,15440,4046,8216,11327,13020,12657,3654,7386,686,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2001,Y,005380,398516,105442,31181,4732,11796,9818,9502,12453,-276,20890,6712,0,14178,11521,2657,398723,120387,37879,23103,23044,227652,169055,21512,283883,178772,67482,64565,105111,114840,89761,14765,53063,22588,25078,8577,11521,53417,14526,1019,5060,-51303,0,-36893,148605,185498,19842,0,43842,203073,157554,-1677,15949,7095,23044
6,2001,Y,068270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2001,Y,006400,56353,13633,7831,417,935,934,1756,1961,122,7231,1373,0,5858,5560,298,56308,18449,3998,9411,3252,37859,31938,694,25051,16443,3473,9107,8608,31257,28793,2402,12609,14884,2465,10633,5560,6258,4446,0,673,-511,0,-5076,8255,13331,11383,0,-6639,9220,14922,-937,-1023,4274,3252
8,2001,Y,012330,29434,7609,3818,353,1477,1466,257,531,1849,4268,1465,0,2803,2776,27,28064,10863,3228,5130,926,17201,7224,1141,18714,10346,1903,5714,8369,9350,9332,3950,2462,2898,18,-1599,2776,1300,315,194,1987,-3689,0,-871,1080,1951,1178,0,2998,11692,8299,-395,548,378,926
9,2001,Y,028260,8373,954,512,36,400,394,25,97,817,891,316,0,575,575,0,20599,1402,88,980,286,19198,11044,149,11734,1382,7,1108,10352,8865,8865,125,2749,2109,0,64,575,585,381,0,836,-259,0,-145,541,686,238,0,343,11412,11068,0,262,24,286
